Occurrence time,Equipment type,Equipment group,Equipment No.,Error description
11:32:37,02:Conveyor,00,1105,Error occured(Block No=1105，Error Code=9202，Details=LOAD PROFILE ERROR)
11:32:52,02:Conveyor,00,1105,Error recovery(Block No=1105，Error Code=0000)
11:37:44,01:Crane,00,0003,"Crane error occurred(Abnormal alertﾞ=2030,Abnormal content=LOAD DISPLACEMENT F1)"
12:16:05,02:Conveyor,00,1101,Error occured(Block No=1101，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:06,02:Conveyor,00,1101,Error occured(Block No=1101，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:07,02:Conveyor,00,1102,Error occured(Block No=1102，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:07,02:Conveyor,00,1102,Error occured(Block No=1102，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:08,02:Conveyor,00,1103,Error occured(Block No=1103，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:08,02:Conveyor,00,1103,Error occured(Block No=1103，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:10,02:Conveyor,00,1104,Error occured(Block No=1104，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:10,02:Conveyor,00,1104,Error occured(Block No=1104，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:11,02:Conveyor,00,1105,Error occured(Block No=1105，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:12,02:Conveyor,00,1105,Error occured(Block No=1105，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:13,02:Conveyor,00,1106,Error occured(Block No=1106，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:13,02:Conveyor,00,1106,Error occured(Block No=1106，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:15,02:Conveyor,00,1107,Error occured(Block No=1107，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:15,02:Conveyor,00,1107,Error occured(Block No=1107，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:16,02:Conveyor,00,1108,Error occured(Block No=1108，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:16,02:Conveyor,00,1108,Error occured(Block No=1108，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:18,02:Conveyor,00,1109,Error occured(Block No=1109，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:18,02:Conveyor,00,1109,Error occured(Block No=1109，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:19,02:Conveyor,00,1110,Error occured(Block No=1110，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:19,02:Conveyor,00,1110,Error occured(Block No=1110，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:21,02:Conveyor,00,1101,Error recovery(Block No=1101，Error Code=0000)
12:16:21,02:Conveyor,00,1101,Error recovery(Block No=1101，Error Code=0000)
12:16:23,02:Conveyor,00,1102,Error recovery(Block No=1102，Error Code=0000)
12:16:23,02:Conveyor,00,1102,Error recovery(Block No=1102，Error Code=0000)
12:16:24,02:Conveyor,00,1103,Error recovery(Block No=1103，Error Code=0000)
12:16:24,02:Conveyor,00,1103,Error recovery(Block No=1103，Error Code=0000)
12:16:26,02:Conveyor,00,1104,Error recovery(Block No=1104，Error Code=0000)
12:16:26,02:Conveyor,00,1104,Error recovery(Block No=1104，Error Code=0000)
12:16:27,02:Conveyor,00,1105,Error recovery(Block No=1105，Error Code=0000)
12:16:27,02:Conveyor,00,1105,Error recovery(Block No=1105，Error Code=0000)
12:16:29,02:Conveyor,00,1106,Error recovery(Block No=1106，Error Code=0000)
12:16:29,02:Conveyor,00,1106,Error recovery(Block No=1106，Error Code=0000)
12:16:30,02:Conveyor,00,1107,Error recovery(Block No=1107，Error Code=0000)
12:16:30,02:Conveyor,00,1107,Error recovery(Block No=1107，Error Code=0000)
12:16:32,02:Conveyor,00,1108,Error recovery(Block No=1108，Error Code=0000)
12:16:32,02:Conveyor,00,1108,Error recovery(Block No=1108，Error Code=0000)
12:16:33,02:Conveyor,00,1109,Error recovery(Block No=1109，Error Code=0000)
12:16:34,02:Conveyor,00,1109,Error recovery(Block No=1109，Error Code=0000)
12:16:35,02:Conveyor,00,1110,Error recovery(Block No=1110，Error Code=0000)
12:16:35,02:Conveyor,00,1110,Error recovery(Block No=1110，Error Code=0000)
13:12:05,02:Conveyor,00,1103,Error occured(Block No=1103，Error Code=9202，Details=LOAD PROFILE ERROR)
13:13:39,02:Conveyor,00,1103,Error recovery(Block No=1103，Error Code=0000)
13:15:54,01:Crane,00,0003,"Crane error recovery(Abnormal alertﾞ=9002,Abnormal Content=EMERGENCY STOP: DCU)"
13:16:09,01:Crane,00,0003,"Crane error occurred(Abnormal alertﾞ=9002,Abnormal content=EMERGENCY STOP: DCU)"
13:17:05,01:Crane,00,0003,"Crane error recovery(Abnormal alertﾞ=9002,Abnormal Content=EMERGENCY STOP: DCU)"
13:24:51,01:Crane,00,0003,"Crane error occurred(Abnormal alertﾞ=6331,Abnormal content=INVALID LOC: WIDTH 1)"
13:28:09,01:Crane,00,0003,"Crane error recovery(Abnormal alertﾞ=0202,Abnormal Content=OPTICAL TRANS: MCU)"
13:28:27,01:Crane,00,0003,"Crane error occurred(Abnormal alertﾞ=6331,Abnormal content=INVALID LOC: WIDTH 1)"
13:28:46,01:Crane,00,0003,"Crane error recovery(Abnormal alertﾞ=6331,Abnormal Content=INVALID LOC: WIDTH 1)"
13:46:09,01:Crane,00,0001,"Crane error recovery(Abnormal alertﾞ=9002,Abnormal Content=EMERGENCY STOP: DCU)"
13:50:38,02:Conveyor,00,1105,Error occured(Block No=1105，Error Code=9202，Details=LOAD PROFILE ERROR)
13:51:12,02:Conveyor,00,1105,Error recovery(Block No=1105，Error Code=0000)
13:51:17,02:Conveyor,00,1105,Error occured(Block No=1105，Error Code=9202，Details=LOAD PROFILE ERROR)
13:52:50,02:Conveyor,00,1105,Error recovery(Block No=1105，Error Code=0000)
13:57:01,01:Crane,00,0003,Crane communication error occurred
13:57:02,01:Crane,00,0003,Crane communication error recovery
14:01:18,01:Crane,00,0001,"Crane error occurred(Abnormal alertﾞ=4701,Abnormal content=LOW TEMPERATURE)"
14:05:17,02:Conveyor,00,1101,Error occured(Block No=1101，Error Code=9202，Details=LOAD PROFILE ERROR)
14:05:44,02:Conveyor,00,1101,Error recovery(Block No=1101，Error Code=0000)
14:05:55,02:Conveyor,00,1101,Error occured(Block No=1101，Error Code=9202，Details=LOAD PROFILE ERROR)
14:06:27,02:Conveyor,00,1101,Error recovery(Block No=1101，Error Code=0000)
15:27:48,01:Crane,00,0003,"Crane error occurred(Abnormal alertﾞ=2030,Abnormal content=LOAD DISPLACEMENT F1)"
